query_id,baseline_rank,expl_rank,baseline_in_topk,expl_in_topk,group,query_text
q20592,inf,inf,False,False,Neither,python check if a directory is writable
q20593,inf,inf,False,False,Neither,object as list python
q20594,inf,inf,False,False,Neither,replace function nan python
q20595,inf,inf,False,False,Neither,python hash table check if key exist
q20596,inf,inf,False,False,Neither,take all points in box python
q20597,inf,inf,False,False,Neither,python create enum by name
q20598,inf,inf,False,False,Neither,python matplotlib use arrow markers
q20599,inf,inf,False,False,Neither,python function default args
q20600,inf,inf,False,False,Neither,python how to select first 100 rows
q20601,inf,inf,False,False,Neither,removing columnsns in data frame python
q20602,inf,inf,False,False,Neither,python array to torch tensor
q20603,inf,inf,False,False,Neither,how to turn a list into a csv python
q20604,inf,inf,False,False,Neither,how do i unzip file in python
